Frame,timestep,Id,Location_x,Location_y,Location_z,Rotation_x,Rotation_y,Rotation_z
338,16.85,197,39629.3,8183.69,3.34945,39629.3,8183.69,3.34945
338,16.85,204,32552.4,-199.894,0.184265,32552.4,-199.894,0.184265
339,16.9,197,39629.3,8160.01,3.34249,39629.3,8160.01,3.34249
339,16.9,204,32496.8,-200.188,0.184498,32496.8,-200.188,0.184498
340,16.95,197,39629.3,8135.78,3.3373,39629.3,8135.78,3.3373
340,16.95,204,32441.3,-200.517,0.185577,32441.3,-200.517,0.185577
341,17,197,39629.3,8111.0,3.33348,39629.3,8111.0,3.33348
341,17,204,32386.1,-200.822,0.187057,32386.1,-200.822,0.187057
342,17.05,197,39629.3,8085.67,3.352,39629.3,8085.67,3.352
342,17.05,204,32331.1,-201.12,0.188293,32331.1,-201.12,0.188293
343,17.1,197,39629.2,8059.97,3.36369,39629.2,8059.97,3.36369
343,17.1,204,32276.4,-201.408,0.18885,32276.4,-201.408,0.18885
344,17.15,197,39629.2,8034.6,3.37792,39629.2,8034.6,3.37792
344,17.15,204,32221.8,-201.666,0.188652,32221.8,-201.666,0.188652
345,17.2,197,39629.2,8009.12,3.37641,39629.2,8009.12,3.37641
345,17.2,204,32167.2,-201.897,0.187817,32167.2,-201.897,0.187817
346,17.25,197,39629.2,7983.01,3.37465,39629.2,7983.01,3.37465
346,17.25,204,32112.5,-202.109,0.186512,32112.5,-202.109,0.186512
347,17.3,197,39629.2,7957.22,3.38194,39629.2,7957.22,3.38194
347,17.3,204,32057.6,-202.29,0.184898,32057.6,-202.29,0.184898
348,17.35,197,39629.1,7931.78,3.39092,39629.1,7931.78,3.39092
348,17.35,204,32002.5,-202.442,0.183193,32002.5,-202.442,0.183193
349,17.4,197,39629.1,7906.44,3.39487,39629.1,7906.44,3.39487
349,17.4,204,31947.2,-202.56,0.181564,31947.2,-202.56,0.181564
350,17.45,197,39629.1,7881.23,3.3975,39629.1,7881.23,3.3975
350,17.45,204,31891.5,-202.648,0.180233,31891.5,-202.648,0.180233
351,17.5,197,39629.1,7855.93,3.39563,39629.1,7855.93,3.39563
351,17.5,204,31835.7,-202.704,0.179367,31835.7,-202.704,0.179367
352,17.55,197,39629.1,7830.58,3.39384,39629.1,7830.58,3.39384
352,17.55,204,31779.6,-202.733,0.179039,31779.6,-202.733,0.179039
353,17.6,197,39629.0,7804.99,3.38901,39629.0,7804.99,3.38901
353,17.6,204,31723.4,-202.733,0.17918,31723.4,-202.733,0.17918
354,17.65,197,39629.0,7779.22,3.38538,39629.0,7779.22,3.38538
354,17.65,204,31667.1,-202.711,0.179733,31667.1,-202.711,0.179733
355,17.7,197,39629.0,7753.09,3.37967,39629.0,7753.09,3.37967
355,17.7,204,31610.7,-202.666,0.180588,31610.7,-202.666,0.180588
356,17.75,197,39629.0,7726.69,3.37581,39629.0,7726.69,3.37581
356,17.75,204,31554.4,-202.605,0.181656,31554.4,-202.605,0.181656
357,17.8,197,39629.0,7699.85,3.3704,39629.0,7699.85,3.3704
357,17.8,204,31498.2,-202.528,0.182835,31498.2,-202.528,0.182835
358,17.85,197,39629.0,7672.62,3.36622,39629.0,7672.62,3.36622
358,17.85,204,31442.1,-202.442,0.183987,31442.1,-202.442,0.183987
359,17.9,197,39628.9,7644.5,3.35373,39628.9,7644.5,3.35373
359,17.9,204,31386.2,-202.348,0.18502,31386.2,-202.348,0.18502
360,17.95,197,39628.9,7615.77,3.34869,39628.9,7615.77,3.34869
360,17.95,204,31330.4,-202.251,0.18589,31330.4,-202.251,0.18589
361,18,197,39628.9,7586.69,3.34885,39628.9,7586.69,3.34885
361,18,204,31274.7,-202.152,0.186531,31274.7,-202.152,0.186531
362,18.05,197,39628.9,7557.49,3.35423,39628.9,7557.49,3.35423
362,18.05,204,31219.2,-202.055,0.186928,31219.2,-202.055,0.186928
363,18.1,197,39628.9,7528.18,3.36052,39628.9,7528.18,3.36052
363,18.1,204,31163.7,-201.96,0.18705,31163.7,-201.96,0.18705
364,18.15,197,39628.8,7499.01,3.36973,39628.8,7499.01,3.36973
364,18.15,204,31108.4,-201.868,0.186916,31108.4,-201.868,0.186916
365,18.2,197,39628.8,7469.96,3.37799,39628.8,7469.96,3.37799
365,18.2,204,31053.0,-201.808,0.186573,31053.0,-201.808,0.186573
366,18.25,197,39628.8,7441.24,3.38774,39628.8,7441.24,3.38774
366,18.25,204,30997.7,-201.764,0.186047,30997.7,-201.764,0.186047
367,18.3,197,39628.8,7412.77,3.39523,39628.8,7412.77,3.39523
367,18.3,204,30942.3,-201.724,0.18544,30942.3,-201.724,0.18544
368,18.35,197,39628.7,7384.7,3.40315,39628.7,7384.7,3.40315
368,18.35,204,30886.9,-201.698,0.184765,30886.9,-201.698,0.184765
369,18.4,197,39628.7,7356.9,3.40783,39628.7,7356.9,3.40783
369,18.4,204,30831.4,-201.684,0.184128,30831.4,-201.684,0.184128
370,18.45,197,39628.7,7329.5,3.41262,39628.7,7329.5,3.41262
370,18.45,204,30775.8,-201.684,0.183567,30775.8,-201.684,0.183567
371,18.5,197,39628.7,7302.39,3.41545,39628.7,7302.39,3.41545
371,18.5,204,30720.2,-201.695,0.183113,30720.2,-201.695,0.183113
372,18.55,197,39628.7,7275.8,3.42048,39628.7,7275.8,3.42048
372,18.55,204,30664.4,-201.72,0.182804,30664.4,-201.72,0.182804
373,18.6,197,39628.6,7249.62,3.42373,39628.6,7249.62,3.42373
373,18.6,204,30608.6,-201.754,0.182663,30608.6,-201.754,0.182663
374,18.65,197,39628.6,7224.0,3.42802,39628.6,7224.0,3.42802
374,18.65,204,30552.7,-201.799,0.182667,30552.7,-201.799,0.182667
375,18.7,197,39628.5,7198.76,3.42309,39628.5,7198.76,3.42309
375,18.7,204,30496.8,-201.852,0.182827,30496.8,-201.852,0.182827
376,18.75,197,39628.5,7173.3,3.41794,39628.5,7173.3,3.41794
376,18.75,204,30440.9,-201.915,0.183071,30440.9,-201.915,0.183071
377,18.8,197,39628.5,7148.15,3.41133,39628.5,7148.15,3.41133
377,18.8,204,30385.1,-201.982,0.183399,30385.1,-201.982,0.183399
378,18.85,197,39628.4,7122.75,3.40712,39628.4,7122.75,3.40712
378,18.85,204,30329.2,-202.056,0.183762,30329.2,-202.056,0.183762
379,18.9,197,39628.4,7097.7,3.4034,39628.4,7097.7,3.4034
379,18.9,204,30273.4,-202.132,0.184155,30273.4,-202.132,0.184155
380,18.95,197,39628.4,7072.39,3.4015,39628.4,7072.39,3.4015
380,18.95,204,30217.6,-202.213,0.184494,30217.6,-202.213,0.184494
381,19,197,39628.3,7047.13,3.39557,39628.3,7047.13,3.39557
381,19,204,30161.9,-202.295,0.184788,30161.9,-202.295,0.184788
382,19.05,197,39628.3,7021.94,3.39277,39628.3,7021.94,3.39277
382,19.05,204,30106.2,-202.381,0.185005,30106.2,-202.381,0.185005
383,19.1,197,39628.3,6996.69,3.39677,39628.3,6996.69,3.39677
383,19.1,204,30050.5,-202.467,0.185127,30050.5,-202.467,0.185127
384,19.15,197,39628.3,6971.38,3.3922,39628.3,6971.38,3.3922
384,19.15,204,29994.9,-202.525,0.185196,29994.9,-202.525,0.185196
385,19.2,197,39628.2,6946.25,3.39111,39628.2,6946.25,3.39111
385,19.2,204,29939.3,-202.569,0.185135,29939.3,-202.569,0.185135
386,19.25,197,39628.2,6920.95,3.3939,39628.2,6920.95,3.3939
386,19.25,204,29883.8,-202.614,0.185017,29883.8,-202.614,0.185017
387,19.3,197,39628.2,6895.57,3.39003,39628.2,6895.57,3.39003
387,19.3,204,29828.2,-202.654,0.184853,29828.2,-202.654,0.184853
388,19.35,197,39628.2,6870.24,3.38747,39628.2,6870.24,3.38747
388,19.35,204,29772.6,-202.689,0.18465,29772.6,-202.689,0.18465
389,19.4,197,39628.2,6844.74,3.39,39628.2,6844.74,3.39
389,19.4,204,29717.0,-202.718,0.184441,29717.0,-202.718,0.184441
390,19.45,197,39628.1,6819.63,3.39088,39628.1,6819.63,3.39088
390,19.45,204,29661.4,-202.743,0.184235,29661.4,-202.743,0.184235
391,19.5,197,39628.1,6794.08,3.38987,39628.1,6794.08,3.38987
391,19.5,204,29605.7,-202.762,0.184044,29605.7,-202.762,0.184044
392,19.55,197,39628.1,6768.84,3.38866,39628.1,6768.84,3.38866
392,19.55,204,29550.0,-202.778,0.183891,29550.0,-202.778,0.183891
393,19.6,197,39628.1,6743.2,3.38818,39628.1,6743.2,3.38818
393,19.6,204,29494.3,-202.789,0.183792,29494.3,-202.789,0.183792
394,19.65,197,39628.1,6717.95,3.38856,39628.1,6717.95,3.38856
394,19.65,204,29438.6,-202.798,0.183746,29438.6,-202.798,0.183746
395,19.7,197,39628.1,6692.44,3.39028,39628.1,6692.44,3.39028
395,19.7,204,29382.8,-202.801,0.183746,29382.8,-202.801,0.183746
396,19.75,197,39628.1,6667.24,3.39005,39628.1,6667.24,3.39005
396,19.75,204,29327.1,-202.834,0.183788,29327.1,-202.834,0.183788
397,19.8,197,39628.1,6641.85,3.39226,39628.1,6641.85,3.39226
397,19.8,204,29271.3,-202.878,0.183861,29271.3,-202.878,0.183861
398,19.85,197,39628.1,6616.57,3.39013,39628.1,6616.57,3.39013
398,19.85,204,29215.6,-202.923,0.183964,29215.6,-202.923,0.183964
399,19.9,197,39628.1,6591.43,3.39056,39628.1,6591.43,3.39056
399,19.9,204,29159.8,-202.937,0.184093,29159.8,-202.937,0.184093
400,19.95,197,39628.1,6566.24,3.38966,39628.1,6566.24,3.38966
400,19.95,204,29104.1,-202.975,0.184216,29104.1,-202.975,0.184216
401,20,197,39628.1,6541.17,3.39098,39628.1,6541.17,3.39098
401,20,204,29048.4,-202.995,0.184334,29048.4,-202.995,0.184334
402,20.05,197,39628.1,6516.15,3.38696,39628.1,6516.15,3.38696
402,20.05,204,28992.7,-203.034,0.184429,28992.7,-203.034,0.184429
403,20.1,197,39628.1,6491.11,3.39064,39628.1,6491.11,3.39064
403,20.1,204,28937.0,-203.054,0.184505,28937.0,-203.054,0.184505
404,20.15,197,39628.1,6466.15,3.37389,39628.1,6466.15,3.37389
404,20.15,204,28881.3,-203.06,0.184544,28881.3,-203.06,0.184544
405,20.2,197,39628.1,6441.3,3.36936,39628.1,6441.3,3.36936
405,20.2,204,28825.6,-203.063,0.184559,28825.6,-203.063,0.184559
406,20.25,197,39628.1,6416.68,3.37155,39628.1,6416.68,3.37155
406,20.25,204,28770.0,-203.065,0.184544,28770.0,-203.065,0.184544
407,20.3,197,39628.1,6392.34,3.37669,39628.1,6392.34,3.37669
407,20.3,204,28714.3,-203.061,0.184513,28714.3,-203.061,0.184513
408,20.35,197,39628.1,6368.3,3.38253,39628.1,6368.3,3.38253
408,20.35,204,28658.7,-203.055,0.184456,28658.7,-203.055,0.184456
409,20.4,197,39628.1,6344.58,3.38792,39628.1,6344.58,3.38792
409,20.4,204,28603.0,-203.042,0.184387,28603.0,-203.042,0.184387
410,20.45,197,39628.1,6321.21,3.39302,39628.1,6321.21,3.39302
410,20.45,204,28547.3,-203.06,0.184319,28547.3,-203.06,0.184319
411,20.5,197,39628.1,6298.31,3.39893,39628.1,6298.31,3.39893
411,20.5,204,28491.7,-203.055,0.18425,28491.7,-203.055,0.18425
412,20.55,197,39628.1,6275.95,3.40519,39628.1,6275.95,3.40519
412,20.55,204,28436.0,-203.068,0.184196,28436.0,-203.068,0.184196
413,20.6,197,39628.1,6254.16,3.41085,39628.1,6254.16,3.41085
413,20.6,204,28380.3,-203.062,0.184143,28380.3,-203.062,0.184143
414,20.65,197,39628.1,6232.91,3.41504,39628.1,6232.91,3.41504
414,20.65,204,28324.6,-203.076,0.184113,28324.6,-203.076,0.184113
415,20.7,197,39628.1,6212.15,3.41731,39628.1,6212.15,3.41731
415,20.7,204,28268.9,-203.104,0.18409,28268.9,-203.104,0.18409
416,20.75,197,39628.2,6191.81,3.41768,39628.2,6191.81,3.41768
416,20.75,204,28213.2,-203.1,0.184086,28213.2,-203.1,0.184086
417,20.8,197,39628.2,6171.82,3.41619,39628.2,6171.82,3.41619
417,20.8,204,28157.5,-203.083,0.184101,28157.5,-203.083,0.184101
418,20.85,197,39628.2,6152.07,3.41299,39628.2,6152.07,3.41299
418,20.85,204,28101.8,-203.102,0.184124,28101.8,-203.102,0.184124
419,20.9,197,39628.2,6132.48,3.40833,39628.2,6132.48,3.40833
419,20.9,204,28046.0,-203.099,0.184162,28046.0,-203.099,0.184162
420,20.95,197,39628.2,6112.94,3.40236,39628.2,6112.94,3.40236
420,20.95,204,27990.3,-203.114,0.1842,27990.3,-203.114,0.1842
421,21,197,39628.2,6093.35,3.39563,39628.2,6093.35,3.39563
421,21,204,27934.6,-203.109,0.184238,27934.6,-203.109,0.184238
422,21.05,197,39628.3,6073.65,3.3886,39628.3,6073.65,3.3886
422,21.05,204,27878.9,-203.124,0.184277,27878.9,-203.124,0.184277
423,21.1,197,39628.3,6053.78,3.3819,39628.3,6053.78,3.3819
423,21.1,204,27823.2,-203.152,0.184303,27823.2,-203.152,0.184303
424,21.15,197,39628.3,6033.77,3.37678,39628.3,6033.77,3.37678
424,21.15,204,27767.5,-203.15,0.18433,27767.5,-203.15,0.18433
425,21.2,197,39628.3,6013.66,3.37354,39628.3,6013.66,3.37354
425,21.2,204,27711.8,-203.133,0.184345,27711.8,-203.133,0.184345
426,21.25,197,39628.4,5993.47,3.37164,39628.4,5993.47,3.37164
426,21.25,204,27656.2,-203.152,0.184353,27656.2,-203.152,0.184353
427,21.3,197,39628.4,5973.24,3.37104,39628.4,5973.24,3.37104
427,21.3,204,27600.5,-203.148,0.184345,27600.5,-203.148,0.184345
428,21.35,197,39628.4,5953.02,3.37168,39628.4,5953.02,3.37168
428,21.35,204,27544.8,-203.163,0.184338,27544.8,-203.163,0.184338
429,21.4,197,39628.5,5932.83,3.37304,39628.5,5932.83,3.37304
429,21.4,204,27489.1,-203.159,0.184322,27489.1,-203.159,0.184322
430,21.45,197,39628.5,5912.68,3.37444,39628.5,5912.68,3.37444
430,21.45,204,27433.4,-203.173,0.184299,27433.4,-203.173,0.184299
431,21.5,197,39628.6,5892.55,3.37528,39628.6,5892.55,3.37528
431,21.5,204,27377.7,-203.169,0.184277,27377.7,-203.169,0.184277
432,21.55,197,39628.6,5872.41,3.37539,39628.6,5872.41,3.37539
432,21.55,204,27322.1,-203.184,0.184254,27322.1,-203.184,0.184254
433,21.6,197,39628.6,5852.23,3.37489,39628.6,5852.23,3.37489
433,21.6,204,27266.4,-203.212,0.184235,27266.4,-203.212,0.184235
434,21.65,197,39628.7,5831.98,3.37396,39628.7,5831.98,3.37396
434,21.65,204,27210.7,-203.209,0.184216,27210.7,-203.209,0.184216
435,21.7,197,39628.7,5811.69,3.37324,39628.7,5811.69,3.37324
435,21.7,204,27155.0,-203.193,0.184208,27155.0,-203.193,0.184208
436,21.75,197,39628.8,5791.4,3.37345,39628.8,5791.4,3.37345
436,21.75,204,27099.3,-203.212,0.1842,27099.3,-203.212,0.1842
437,21.8,197,39628.8,5771.15,3.37447,39628.8,5771.15,3.37447
437,21.8,204,27043.6,-203.208,0.1842,27043.6,-203.208,0.1842
438,21.85,197,39628.9,5750.96,3.37597,39628.9,5750.96,3.37597
438,21.85,204,26987.9,-203.223,0.184208,26987.9,-203.223,0.184208
439,21.9,197,39628.9,5730.85,3.37749,39628.9,5730.85,3.37749
439,21.9,204,26932.2,-203.218,0.184216,26932.2,-203.218,0.184216
440,21.95,197,39629.0,5710.82,3.37883,39629.0,5710.82,3.37883
440,21.95,204,26876.5,-203.233,0.184227,26876.5,-203.233,0.184227
441,22,197,39629.0,5690.88,3.38005,39629.0,5690.88,3.38005
441,22,204,26820.8,-203.228,0.184242,26820.8,-203.228,0.184242
442,22.05,197,39629.1,5671.02,3.38097,39629.1,5671.02,3.38097
442,22.05,204,26765.1,-203.243,0.184258,26765.1,-203.243,0.184258
443,22.1,197,39629.1,5651.22,3.38134,39629.1,5651.22,3.38134
443,22.1,204,26709.4,-203.272,0.184261,26709.4,-203.272,0.184261
444,22.15,197,39629.2,5631.46,3.38104,39629.2,5631.46,3.38104
444,22.15,204,26653.7,-203.269,0.184273,26653.7,-203.269,0.184273
445,22.2,197,39629.3,5611.69,3.37999,39629.3,5611.69,3.37999
445,22.2,204,26598.0,-203.252,0.18428,26598.0,-203.252,0.18428
446,22.25,197,39629.3,5591.87,3.37829,39629.3,5591.87,3.37829
446,22.25,204,26542.3,-203.271,0.184288,26542.3,-203.271,0.184288
447,22.3,197,39629.4,5572.0,3.37643,39629.4,5572.0,3.37643
447,22.3,204,26486.6,-203.268,0.184288,26486.6,-203.268,0.184288
448,22.35,197,39629.5,5552.06,3.37498,39629.5,5552.06,3.37498
448,22.35,204,26430.9,-203.283,0.184288,26430.9,-203.283,0.184288
449,22.4,197,39629.6,5532.13,3.37471,39629.6,5532.13,3.37471
449,22.4,204,26375.3,-203.278,0.184288,26375.3,-203.278,0.184288
450,22.45,197,39629.6,5512.32,3.3765,39629.6,5512.32,3.3765
450,22.45,204,26319.6,-203.293,0.18428,26319.6,-203.293,0.18428
451,22.5,197,39629.7,5492.69,3.37974,39629.7,5492.69,3.37974
451,22.5,204,26263.9,-203.288,0.184273,26263.9,-203.288,0.184273
452,22.55,197,39629.8,5473.27,3.38311,39629.8,5473.27,3.38311
452,22.55,204,26208.2,-203.303,0.184265,26208.2,-203.303,0.184265
453,22.6,197,39629.9,5453.98,3.38477,39629.9,5453.98,3.38477
453,22.6,204,26152.5,-203.331,0.184254,26152.5,-203.331,0.184254
454,22.65,197,39629.9,5434.7,3.38403,39629.9,5434.7,3.38403
454,22.65,204,26096.8,-203.328,0.18425,26096.8,-203.328,0.18425
455,22.7,197,39630.0,5415.35,3.3814,39630.0,5415.35,3.3814
455,22.7,204,26041.1,-203.312,0.18425,26041.1,-203.312,0.18425
456,22.75,197,39630.1,5395.89,3.37801,39630.1,5395.89,3.37801
456,22.75,204,25985.4,-203.331,0.184242,25985.4,-203.331,0.184242
457,22.8,197,39630.2,5376.35,3.37566,39630.2,5376.35,3.37566
457,22.8,204,25929.7,-203.327,0.184242,25929.7,-203.327,0.184242
458,22.85,197,39630.3,5356.95,3.37713,39630.3,5356.95,3.37713
458,22.85,204,25874.0,-203.342,0.184242,25874.0,-203.342,0.184242
459,22.9,197,39630.4,5337.86,3.38195,39630.4,5337.86,3.38195
459,22.9,204,25818.4,-203.337,0.184242,25818.4,-203.337,0.184242
460,22.95,197,39630.5,5319.17,3.38842,39630.5,5319.17,3.38842
460,22.95,204,25762.7,-203.352,0.18425,25762.7,-203.352,0.18425
461,23,197,39630.6,5300.94,3.3951,39630.6,5300.94,3.3951
461,23,204,25707.0,-203.347,0.18425,25707.0,-203.347,0.18425
462,23.05,197,39630.7,5283.18,3.40115,39630.7,5283.18,3.40115
462,23.05,204,25651.3,-203.362,0.184258,25651.3,-203.362,0.184258
463,23.1,197,39630.8,5265.91,3.40619,39630.8,5265.91,3.40619
463,23.1,204,25595.6,-203.391,0.184254,25595.6,-203.391,0.184254
464,23.15,197,39630.9,5249.12,3.41013,39630.9,5249.12,3.41013
464,23.15,204,25539.9,-203.388,0.184258,25539.9,-203.388,0.184258
465,23.2,197,39631.0,5232.81,3.41302,39631.0,5232.81,3.41302
465,23.2,204,25484.2,-203.371,0.184265,25484.2,-203.371,0.184265
466,23.25,197,39631.1,5216.96,3.41486,39631.1,5216.96,3.41486
466,23.25,204,25428.5,-203.39,0.184265,25428.5,-203.39,0.184265
467,23.3,197,39631.2,5201.56,3.41577,39631.2,5201.56,3.41577
467,23.3,204,25372.8,-203.386,0.184265,25372.8,-203.386,0.184265
468,23.35,197,39631.3,5186.57,3.41582,39631.3,5186.57,3.41582
468,23.35,204,25317.1,-203.401,0.184273,25317.1,-203.401,0.184273
469,23.4,197,39631.4,5171.96,3.41513,39631.4,5171.96,3.41513
469,23.4,204,25261.4,-203.397,0.184273,25261.4,-203.397,0.184273
470,23.45,197,39631.5,5157.71,3.41393,39631.5,5157.71,3.41393
470,23.45,204,25205.7,-203.411,0.184273,25205.7,-203.411,0.184273
471,23.5,197,39631.6,5143.76,3.41195,39631.6,5143.76,3.41195
471,23.5,204,25150.0,-203.406,0.184265,25150.0,-203.406,0.184265
472,23.55,197,39631.7,5130.02,3.40858,39631.7,5130.02,3.40858
472,23.55,204,25094.3,-203.421,0.184265,25094.3,-203.421,0.184265
473,23.6,197,39631.8,5116.38,3.40369,39631.8,5116.38,3.40369
473,23.6,204,25038.6,-203.45,0.184261,25038.6,-203.45,0.184261
474,23.65,197,39631.9,5102.69,3.39701,39631.9,5102.69,3.39701
474,23.65,204,24983.0,-203.447,0.184258,24983.0,-203.447,0.184258
475,23.7,197,39632.0,5088.83,3.38901,39632.0,5088.83,3.38901
475,23.7,204,24927.3,-203.43,0.184258,24927.3,-203.43,0.184258
476,23.75,197,39632.1,5074.71,3.38067,39632.1,5074.71,3.38067
476,23.75,204,24871.6,-203.449,0.184258,24871.6,-203.449,0.184258
477,23.8,197,39632.2,5060.32,3.37315,39632.2,5060.32,3.37315
477,23.8,204,24815.9,-203.445,0.184258,24815.9,-203.445,0.184258
478,23.85,197,39632.3,5045.68,3.3676,39632.3,5045.68,3.3676
478,23.85,204,24760.2,-203.46,0.184258,24760.2,-203.46,0.184258
479,23.9,197,39632.4,5030.87,3.36448,39632.4,5030.87,3.36448
479,23.9,204,24704.5,-203.455,0.184258,24704.5,-203.455,0.184258
480,23.95,197,39632.5,5015.94,3.3636,39632.5,5015.94,3.3636
480,23.95,204,24648.8,-203.47,0.184258,24648.8,-203.47,0.184258
481,24,197,39632.6,5000.96,3.36449,39632.6,5000.96,3.36449
481,24,204,24593.1,-203.465,0.184254,24593.1,-203.465,0.184254
482,24.05,197,39632.7,4985.98,3.36643,39632.7,4985.98,3.36643
482,24.05,204,24537.4,-203.48,0.184254,24537.4,-203.48,0.184254
483,24.1,197,39632.8,4971.0,3.3686,39632.8,4971.0,3.3686
483,24.1,204,24481.7,-203.509,0.18425,24481.7,-203.509,0.18425
484,24.15,197,39632.9,4956.05,3.37078,39632.9,4956.05,3.37078
484,24.15,204,24426.0,-203.506,0.184254,24426.0,-203.506,0.184254
485,24.2,197,39633.1,4941.16,3.37311,39633.1,4941.16,3.37311
485,24.2,204,24370.3,-203.489,0.184254,24370.3,-203.489,0.184254
486,24.25,197,39633.2,4926.34,3.37537,39633.2,4926.34,3.37537
486,24.25,204,24314.6,-203.508,0.184254,24314.6,-203.508,0.184254
487,24.3,197,39633.3,4911.6,3.37724,39633.3,4911.6,3.37724
487,24.3,204,24258.9,-203.504,0.184261,24258.9,-203.504,0.184261
488,24.35,197,39633.4,4896.92,3.37853,39633.4,4896.92,3.37853
488,24.35,204,24203.2,-203.519,0.184261,24203.2,-203.519,0.184261
489,24.4,197,39633.5,4882.29,3.37918,39633.5,4882.29,3.37918
489,24.4,204,24147.6,-203.514,0.184261,24147.6,-203.514,0.184261
490,24.45,197,39633.6,4867.67,3.37909,39633.6,4867.67,3.37909
490,24.45,204,24091.9,-203.529,0.184261,24091.9,-203.529,0.184261
491,24.5,197,39633.7,4853.05,3.37837,39633.7,4853.05,3.37837
491,24.5,204,24036.2,-203.557,0.184258,24036.2,-203.557,0.184258
492,24.55,197,39633.8,4838.4,3.37734,39633.8,4838.4,3.37734
492,24.55,204,23980.5,-203.554,0.184254,23980.5,-203.554,0.184254
493,24.6,197,39634.0,4823.71,3.37623,39634.0,4823.71,3.37623
493,24.6,204,23924.8,-203.537,0.184254,23924.8,-203.537,0.184254
494,24.65,197,39634.1,4808.99,3.37539,39634.1,4808.99,3.37539
494,24.65,204,23869.1,-203.556,0.184254,23869.1,-203.556,0.184254
495,24.7,197,39634.2,4794.29,3.37546,39634.2,4794.29,3.37546
495,24.7,204,23813.4,-203.553,0.184254,23813.4,-203.553,0.184254
496,24.75,197,39634.4,4779.66,3.37651,39634.4,4779.66,3.37651
496,24.75,204,23757.7,-203.567,0.184254,23757.7,-203.567,0.184254
497,24.8,197,39634.5,4765.12,3.37813,39634.5,4765.12,3.37813
497,24.8,204,23702.0,-203.563,0.184254,23702.0,-203.563,0.184254
498,24.85,197,39634.6,4750.69,3.37976,39634.6,4750.69,3.37976
498,24.85,204,23646.3,-203.577,0.184254,23646.3,-203.577,0.184254
499,24.9,197,39634.8,4736.35,3.38103,39634.8,4736.35,3.38103
499,24.9,204,23590.6,-203.572,0.184254,23590.6,-203.572,0.184254
500,24.95,197,39634.9,4722.09,3.38182,39634.9,4722.09,3.38182
500,24.95,204,23534.9,-203.587,0.184254,23534.9,-203.587,0.184254
501,25,197,39635.0,4707.9,3.38208,39635.0,4707.9,3.38208
501,25,204,23479.2,-203.616,0.184254,23479.2,-203.616,0.184254
502,25.05,197,39635.2,4693.76,3.38191,39635.2,4693.76,3.38191
502,25.05,204,23423.5,-203.613,0.184258,23423.5,-203.613,0.184258
